gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Electronic check,PaymentMethod_Mailed check,MultipleLines_0,MultipleLines_1,TotalServices,AvgMonthlySpend,TenureGroup,HighValueCustomer,ContractRisk,Charge_Tenure_Interaction,MonthlyToTotalRatio,ExpectedVsActualCharges,ServiceEfficiency,CustomerCluster
1,0,1,1,17,1,1,0,1,0,1,0,0,1,89.4,1539.45,1,0,1,0,0,0,1,0,1,0,4,85.525,1,1,2,1519.8000000000002,0.05803498977571489,-19.649999999999864,307.89,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,18.9,18.9,0,0,0,1,0,0,0,1,1,0,1,9.45,0,0,2,18.9,0.949748743718593,0.0,9.45,1
1,1,0,0,16,1,0,0,0,0,0,0,0,1,74.45,1261.35,0,0,1,0,1,0,0,0,0,1,1,74.1970588235294,1,1,2,1191.2,0.058977304234166444,-70.14999999999986,630.675,0
1,0,0,0,3,1,0,0,0,0,0,0,0,1,19.8,58.15,1,0,0,1,0,0,0,1,1,0,1,14.5375,0,0,2,59.400000000000006,0.3347421808960271,1.250000000000007,29.075,1
1,0,1,1,4,1,0,0,0,0,0,0,0,1,50.9,225.6,1,1,0,0,0,0,1,0,0,1,1,45.12,0,0,2,203.6,0.22462488967343336,-22.0,112.8,1
0,0,1,0,71,1,1,1,1,1,1,1,2,1,84.4,5992.400000000001,0,1,0,0,0,1,0,0,1,0,7,83.22777777777779,2,1,0,5992.400000000001,0.014082157039410017,0.0,749.0500000000001,2
1,0,1,1,10,1,0,0,0,0,0,0,0,1,24.4,253.9,0,0,0,1,0,0,0,1,0,1,1,23.081818181818182,0,0,2,244.0,0.09572381326010199,-9.900000000000006,126.95,1
1,0,1,1,20,1,0,0,0,0,0,0,2,0,20.05,400.0,0,0,0,1,0,0,0,1,1,0,1,19.047619047619047,1,0,0,401.0,0.05,1.0,200.0,1
1,0,0,0,4,1,0,0,0,0,1,0,0,1,81.0,340.85,1,0,1,0,0,0,1,0,1,0,2,68.17,0,1,2,324.0,0.2369460289600702,-16.850000000000023,113.61666666666667,0
1,0,0,0,26,1,0,0,1,0,1,1,0,1,98.35,2515.3,1,0,1,0,0,0,1,0,0,1,4,93.15925925925927,1,1,2,2557.1,0.03908516472598656,41.79999999999973,503.06000000000006,0
0,0,0,0,4,1,0,0,0,0,1,0,0,0,55.5,227.35,0,1,0,0,0,1,0,0,1,0,2,45.47,0,0,2,222.0,0.2430479527041822,-5.349999999999994,75.78333333333333,1
1,0,0,0,5,0,0,1,0,0,1,1,0,1,51.0,305.95,1,1,0,0,0,0,0,1,1,0,3,50.99166666666667,0,0,2,255.0,0.16615083889884347,-50.94999999999999,76.4875,1
0,0,1,0,4,1,0,1,0,0,1,0,0,1,91.65,365.4,1,0,1,0,0,0,1,0,0,1,3,73.08,0,1,2,366.6,0.2501364628820961,1.2000000000000455,91.35,0
1,1,1,0,29,1,0,0,0,0,0,1,0,1,84.3,2357.75,0,0,1,0,0,0,1,0,0,1,2,78.59166666666667,1,1,2,2444.7,0.03573926868044515,86.94999999999982,785.9166666666666,0
1,0,0,0,2,1,1,1,0,0,1,1,0,0,100.2,198.5,0,0,1,0,0,0,1,0,1,0,5,66.16666666666667,0,1,2,200.4,0.5022556390977444,1.9000000000000057,33.083333333333336,0
0,0,0,0,29,1,0,0,0,0,0,0,2,0,19.4,554.25,0,0,0,1,0,0,0,1,1,0,1,18.475,1,0,0,562.5999999999999,0.03493921656911301,8.349999999999909,277.125,1
1,0,0,1,1,1,0,0,0,0,1,1,0,1,90.85,90.85,1,0,1,0,0,0,1,0,1,0,3,45.425,0,1,2,90.85,0.9891126837234622,0.0,22.7125,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,69.4,69.4,1,0,1,0,0,0,0,1,1,0,1,34.7,0,0,2,69.4,0.9857954545454546,0.0,34.7,1
0,1,0,0,8,1,0,0,1,0,1,1,0,1,94.45,742.95,1,0,1,0,0,1,0,0,1,0,4,82.55000000000001,0,1,2,755.6,0.12695745681833456,12.649999999999977,148.59,0
1,0,0,0,13,1,0,0,0,0,0,0,0,1,20.4,251.65,0,0,0,1,0,0,1,0,1,0,1,17.975,1,0,2,265.2,0.08074411240847021,13.549999999999983,125.825,1
0,0,1,0,59,1,1,1,0,0,1,0,0,1,94.75,5597.65,0,0,1,0,0,0,1,0,1,0,4,93.29416666666665,2,1,2,5590.25,0.01692372268314683,-7.399999999999636,1119.53,2
0,0,1,1,1,1,0,0,0,0,0,0,0,1,20.15,20.15,1,0,0,1,0,1,0,0,1,0,1,10.075,0,0,2,20.15,0.9527186761229315,0.0,10.075,1
1,1,0,0,50,1,0,0,0,0,1,1,0,1,95.7,4816.7,1,0,1,0,0,0,1,0,0,1,3,94.44509803921568,2,1,2,4785.0,0.019864250576000997,-31.699999999999818,1204.175,0
1,0,1,0,18,1,0,0,0,0,0,0,0,1,44.35,768.05,0,1,0,0,1,0,0,0,1,0,1,40.42368421052631,1,0,2,798.3000000000001,0.057668552109745794,30.250000000000114,384.025,1
0,0,1,1,17,1,1,1,0,0,1,1,0,0,74.55,1215.8,0,1,0,0,0,0,0,1,1,0,5,67.54444444444444,1,1,2,1267.35,0.061267258382643,51.549999999999955,202.63333333333333,0
1,0,1,0,47,1,0,1,1,0,1,1,2,0,73.6,3522.65,0,1,0,0,0,0,1,0,1,0,5,73.38854166666667,2,1,0,3459.2,0.020887432066181374,-63.45000000000027,587.1083333333333,2
0,0,0,0,26,1,0,0,0,0,0,0,0,1,74.95,1834.95,1,0,1,0,1,0,0,0,0,1,1,67.96111111111111,1,1,2,1948.7,0.04082355183964705,113.75,917.475,0
0,0,0,0,6,0,0,0,1,0,1,1,0,1,47.95,305.1,1,1,0,0,0,0,1,0,1,0,3,43.58571428571429,0,0,2,287.70000000000005,0.1566481541979745,-17.399999999999977,76.275,1
1,0,1,1,19,1,0,0,0,0,0,0,0,0,50.1,910.45,0,1,0,0,0,1,0,0,0,1,1,45.5225,1,0,2,951.9,0.05496735970157441,41.44999999999993,455.225,1
0,0,0,0,3,1,0,0,0,1,1,0,0,1,63.6,155.65,1,1,0,0,0,0,1,0,0,1,3,38.9125,0,0,2,190.8,0.4060006383657836,35.150000000000006,38.9125,0
0,1,1,1,68,0,0,1,1,0,1,1,2,1,53.0,3656.25,0,1,0,0,0,0,1,0,1,0,4,52.98913043478261,2,0,0,3604.0,0.014491762936632716,-52.25,731.25,2
0,0,1,0,2,1,0,0,0,0,0,0,0,0,19.85,52.0,0,0,0,1,1,0,0,0,1,0,1,17.333333333333332,0,0,2,39.7,0.3745283018867925,-12.299999999999997,26.0,1
1,0,0,0,7,0,0,0,0,0,0,0,1,1,56.2,150.85,0,1,0,0,0,1,0,0,1,0,0,18.85625,0,0,1,393.40000000000003,0.37010207441554166,242.55000000000004,150.85,1
0,0,0,0,18,1,0,0,0,0,0,0,0,1,19.55,389.25,0,0,0,1,0,0,0,1,1,0,1,20.486842105263158,1,0,2,351.90000000000003,0.05009609224855862,-37.349999999999966,194.625,1
0,0,1,0,71,1,0,0,0,0,0,0,2,0,25.05,1873.7,0,0,0,1,0,1,0,0,0,1,1,26.023611111111112,2,0,0,1778.55,0.013362137942070732,-95.15000000000009,936.85,1
1,1,1,0,13,1,1,1,0,0,0,1,0,0,93.8,1261.0,0,0,1,0,0,1,0,0,0,1,4,90.07142857142857,1,1,2,1219.3999999999999,0.07432646592709984,-41.600000000000136,252.2,0
1,0,0,0,3,0,0,1,0,1,0,0,0,1,36.85,108.7,1,1,0,0,0,0,0,1,1,0,2,27.175,0,0,2,110.55000000000001,0.33591613491340017,1.8500000000000085,36.233333333333334,1
1,0,1,0,72,1,0,1,1,0,1,1,2,1,103.75,7346.2,0,0,1,0,1,0,0,0,0,1,5,100.63287671232877,2,1,0,7470.0,0.014121025696864112,123.80000000000018,1224.3666666666666,2
1,0,1,1,66,0,0,1,1,0,1,1,2,1,56.75,3708.4,0,1,0,0,0,1,0,0,1,0,4,55.34925373134328,2,0,0,3745.5,0.015298970183857227,37.09999999999991,741.6800000000001,2
1,0,1,1,24,1,0,0,0,0,0,0,1,1,20.8,469.65,0,0,0,1,0,1,0,0,1,0,1,18.785999999999998,1,0,1,499.20000000000005,0.04419419951131414,29.550000000000068,234.825,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.1,44.1,1,1,0,0,0,0,1,0,1,0,1,22.05,0,0,2,44.1,0.9778270509977827,0.0,22.05,1
0,0,1,1,56,1,0,0,0,0,0,0,2,1,24.45,1385.85,0,0,0,1,0,0,0,1,0,1,1,24.31315789473684,2,0,0,1369.2,0.01762988066481595,-16.649999999999864,692.925,1
0,1,1,0,22,1,0,0,0,0,0,0,1,0,25.6,563.2,0,0,0,1,1,0,0,0,0,1,1,24.48695652173913,1,0,1,563.2,0.045373980857851826,0.0,281.6,1
1,0,0,0,14,0,0,0,1,0,1,1,0,1,50.75,712.75,1,1,0,0,0,0,1,0,1,0,3,47.516666666666666,1,0,2,710.5,0.07110332749562172,-2.25,178.1875,1
0,1,1,0,61,1,0,1,1,0,1,1,1,1,104.4,6405.0,1,0,1,0,0,1,0,0,0,1,5,103.30645161290323,2,1,1,6368.400000000001,0.016297221354979706,-36.599999999999454,1067.5,2
0,1,1,0,40,1,0,1,0,0,1,0,0,1,39.3,1637.4,1,1,0,0,0,0,1,0,1,0,3,39.93658536585366,2,0,2,1572.0,0.023986816406249997,-65.40000000000009,409.35,1
0,0,0,0,42,1,1,1,1,0,0,0,0,0,59.65,2536.55,0,1,0,0,1,0,0,0,1,0,4,58.989534883720935,2,0,2,2505.2999999999997,0.02350692597190203,-31.250000000000455,507.31000000000006,1
0,0,1,1,72,1,1,0,1,1,1,1,2,1,83.3,6042.7,0,1,0,0,1,0,0,0,0,1,6,82.77671232876712,2,1,0,5997.599999999999,0.013782947532140906,-45.100000000000364,863.2428571428571,2
0,0,0,0,12,1,0,0,0,1,0,0,0,1,79.55,954.5999999999999,0,0,1,0,0,1,0,0,0,1,2,73.43076923076923,0,1,2,954.5999999999999,0.08324612808706572,0.0,318.2,0
1,0,1,0,71,1,0,0,0,0,0,0,2,0,24.45,1730.65,0,0,0,1,1,0,0,0,0,1,1,24.036805555555556,2,0,0,1735.95,0.014119481419455432,5.2999999999999545,865.325,1
0,0,1,0,26,1,0,0,0,0,0,0,1,0,19.2,459.6,0,0,0,1,0,0,0,1,1,0,1,17.022222222222222,1,0,1,499.2,0.04168475900998697,39.599999999999966,229.8,1
0,0,0,1,7,0,1,0,0,0,0,0,0,0,29.8,201.95,0,1,0,0,0,0,0,1,1,0,1,25.24375,0,0,2,208.6,0.14683419561468344,6.650000000000006,100.975,1
0,0,1,1,6,1,0,0,0,0,0,0,0,0,45.5,285.2,0,1,0,0,0,0,0,1,1,0,1,40.74285714285714,0,0,2,273.0,0.15897973445143257,-12.199999999999989,142.6,1
0,0,0,0,58,1,1,0,1,0,1,1,1,1,106.45,6174.1,1,0,1,0,0,0,1,0,1,0,5,104.6457627118644,2,1,1,6174.1,0.01723858722935661,0.0,1029.0166666666667,2
1,0,1,0,51,0,0,1,0,0,0,0,0,1,30.05,1529.45,0,1,0,0,0,1,0,0,1,0,1,29.4125,2,0,2,1532.55,0.01963474794994936,3.099999999999909,764.725,1
1,0,1,1,72,0,1,1,1,1,1,1,2,1,65.65,4664.5,0,1,0,0,1,0,0,0,1,0,6,63.897260273972606,2,0,0,4726.8,0.014071374986603795,62.30000000000018,666.3571428571429,2
0,0,0,0,18,1,1,0,0,0,1,1,0,1,96.05,1740.7,1,0,1,0,0,0,1,0,1,0,4,91.61578947368422,1,1,2,1728.8999999999999,0.05514726990870988,-11.800000000000182,348.14,0
0,0,0,0,7,1,0,0,0,0,0,0,0,1,75.1,552.95,1,0,1,0,1,0,0,0,0,1,1,69.11875,0,1,2,525.6999999999999,0.13557180250925172,-27.250000000000114,276.475,0
0,0,0,0,47,1,1,1,0,1,0,1,2,0,74.05,3496.3,0,1,0,0,0,0,0,1,0,1,5,72.83958333333334,2,1,0,3480.35,0.021173476682011836,-15.950000000000273,582.7166666666667,2
1,1,0,0,2,1,0,0,0,0,0,0,0,1,44.7,93.7,1,1,0,0,0,0,1,0,1,0,1,31.233333333333334,0,0,2,89.4,0.47201689545934533,-4.299999999999997,46.85,1
1,1,0,0,62,1,0,1,1,1,1,1,1,1,110.75,7053.35,0,0,1,0,1,0,0,0,0,1,6,111.95793650793651,2,1,1,6866.5,0.015699532912316513,-186.85000000000036,1007.6214285714286,2
0,0,1,1,16,1,0,0,0,0,0,0,2,0,19.7,315.2,0,0,0,1,0,0,0,1,1,0,1,18.541176470588233,1,0,0,315.2,0.06230234029095509,0.0,157.6,1
1,0,0,0,6,1,0,0,0,1,0,0,0,1,49.5,312.7,0,1,0,0,0,1,0,0,1,0,2,44.67142857142857,0,0,2,297.0,0.15779407076824992,-15.699999999999989,104.23333333333333,1
1,0,0,0,19,1,0,0,1,1,0,0,0,1,55.0,1046.5,1,1,0,0,0,1,0,0,1,0,3,52.325,1,0,2,1045.0,0.05250596658711217,-1.5,261.625,1
0,0,1,1,69,0,1,0,1,0,0,1,2,1,43.95,2960.1,0,1,0,0,0,1,0,0,1,0,3,42.287142857142854,2,0,0,3032.55,0.014842457194961333,72.45000000000027,740.025,2
1,0,1,1,11,1,0,0,0,0,0,0,0,1,74.35,834.2,1,0,1,0,0,0,1,0,0,1,1,69.51666666666667,0,1,2,817.8499999999999,0.0890205938697318,-16.350000000000136,417.1,0
0,0,1,0,64,1,0,1,1,1,1,1,0,1,111.15,6953.4,0,0,1,0,0,0,1,0,0,1,6,106.97538461538461,2,1,2,7113.6,0.01598268721960198,160.20000000000073,993.342857142857,2
0,0,1,0,39,1,1,0,1,1,1,1,1,1,91.75,4134.85,1,0,1,0,0,1,0,0,1,0,6,103.37125,2,1,1,3578.25,0.02218407340691756,-556.6000000000004,590.6928571428572,2
0,0,0,0,15,1,1,0,0,0,0,0,0,1,55.7,899.8,1,1,0,0,0,0,0,1,0,1,2,56.2375,1,0,2,835.5,0.06183392539964477,-64.29999999999995,299.93333333333334,1
1,0,0,0,25,1,0,0,0,0,0,0,0,0,20.6,541.5,0,0,0,1,0,0,0,1,1,0,1,20.826923076923077,1,0,2,515.0,0.03797235023041475,-26.5,270.75,1
0,0,0,0,6,1,0,0,0,0,0,0,2,0,19.65,117.89999999999999,0,0,0,1,0,1,0,0,1,0,1,16.84285714285714,0,0,0,117.89999999999999,0.16526492851135408,0.0,58.949999999999996,1
1,0,1,0,66,1,1,1,1,1,1,1,1,0,115.8,7942.15,0,0,1,0,1,0,0,0,0,1,7,118.53955223880597,2,1,1,7642.8,0.01457859917035433,-299.34999999999945,992.76875,2
0,0,0,0,61,1,0,1,1,1,1,1,2,0,88.65,5321.25,0,1,0,0,0,1,0,0,0,1,6,85.82661290322581,2,1,0,5407.650000000001,0.01665648926675748,86.40000000000055,760.1785714285714,2
0,1,1,0,43,1,1,1,0,0,1,0,0,1,94.5,4156.8,0,0,1,0,0,0,1,0,0,1,4,94.47272727272728,2,1,2,4063.5,0.02272836596276877,-93.30000000000018,831.36,2
0,0,0,0,12,1,0,0,0,0,0,0,0,0,20.1,223.6,0,0,0,1,0,0,0,1,1,0,1,17.2,0,0,2,241.20000000000002,0.08949243098842387,17.600000000000023,111.8,1
1,1,0,0,23,0,0,0,0,0,0,1,0,1,34.65,768.45,0,1,0,0,1,0,0,0,1,0,1,32.018750000000004,1,0,2,796.9499999999999,0.04503216583273766,28.499999999999886,384.225,1
1,1,1,0,71,0,0,1,1,0,1,1,0,1,52.3,3765.05,0,1,0,0,1,0,0,0,1,0,4,52.29236111111111,2,0,2,3713.2999999999997,0.013887229325155001,-51.750000000000455,753.01,2
0,0,0,0,34,1,0,0,0,1,1,0,0,0,65.0,2157.5,0,1,0,0,0,0,0,1,0,1,3,61.642857142857146,1,0,2,2210.0,0.030113504748668057,52.5,539.375,1
0,0,0,0,5,1,0,0,0,0,0,0,0,0,19.85,108.05,1,0,0,1,0,1,0,0,1,0,1,18.008333333333333,0,0,2,99.25,0.18202659330582305,-8.799999999999997,54.025,1
0,0,1,0,41,0,0,0,0,1,0,0,1,0,35.45,1391.65,0,1,0,0,0,0,0,1,1,0,1,33.13452380952381,2,0,1,1453.45,0.025455067676731412,61.799999999999955,695.825,1
0,0,1,1,72,1,0,0,0,0,0,0,2,0,19.7,1379.8,0,0,0,1,0,1,0,0,1,0,1,18.9013698630137,2,0,0,1418.3999999999999,0.014267091541135573,38.59999999999991,689.9,1
1,1,0,0,14,1,0,0,0,0,1,1,0,1,95.6,1273.3,0,0,1,0,0,0,1,0,0,1,3,84.88666666666667,1,1,2,1338.3999999999999,0.07502158047555521,65.09999999999991,318.325,0
0,0,0,0,41,1,0,0,0,0,0,0,2,1,19.85,810.45,0,0,0,1,0,0,0,1,1,0,1,19.29642857142857,2,0,0,813.85,0.024462382155400825,3.3999999999999773,405.225,1
0,0,1,1,23,1,1,0,0,0,0,0,1,0,81.85,1810.85,0,0,1,0,0,0,1,0,0,1,2,75.45208333333333,1,1,1,1882.55,0.04517482131523029,71.70000000000005,603.6166666666667,0
1,0,1,1,71,1,1,1,1,1,1,1,2,0,109.3,7760.3,0,0,1,0,0,1,0,0,1,0,7,107.78194444444445,2,1,0,7760.3,0.014082692332470075,0.0,970.0375,2
0,0,0,0,1,1,0,0,0,0,0,0,0,1,91.75,70.3,1,0,1,0,0,0,1,0,1,0,1,35.15,0,1,2,91.75,1.2868162692847125,21.450000000000003,35.15,0
1,0,1,0,72,1,0,0,0,0,0,0,2,0,25.4,1797.1,0,0,0,1,0,0,0,1,0,1,1,24.61780821917808,2,0,0,1828.8,0.014126021912018241,31.700000000000045,898.55,1
1,0,1,1,6,1,0,0,0,0,0,0,0,1,69.8,377.85,0,0,1,0,0,0,1,0,1,0,1,53.978571428571435,0,0,2,418.79999999999995,0.18424178434736702,40.94999999999993,188.925,0
1,0,1,1,23,1,0,0,0,0,0,0,1,1,20.0,445.3,0,0,0,1,0,1,0,0,1,0,1,18.554166666666667,1,0,1,460.0,0.04481290611696168,14.699999999999989,222.65,1
1,1,1,0,10,1,0,0,0,0,0,1,0,0,85.55,851.75,1,0,1,0,0,0,1,0,0,1,2,77.43181818181819,0,1,2,855.5,0.10032248607446496,3.75,283.9166666666667,0
0,0,0,0,72,1,1,1,1,1,1,1,2,1,91.75,7624.2,0,0,1,0,0,0,1,0,1,0,7,104.44109589041096,2,1,0,6606.0,0.012032471279441851,-1018.1999999999998,953.025,2
0,0,1,0,7,1,1,0,0,0,0,0,0,1,50.3,355.1,0,1,0,0,1,0,0,0,1,0,2,44.3875,0,0,2,352.09999999999997,0.14125245717495083,-3.000000000000057,118.36666666666667,1
1,0,0,1,6,1,0,0,1,0,1,1,0,0,94.5,575.45,1,0,1,0,0,0,0,1,1,0,4,82.20714285714287,0,1,2,567.0,0.16393442622950818,-8.450000000000045,115.09,0
1,0,1,1,9,1,0,1,0,1,1,1,0,1,101.5,906.85,0,0,1,0,0,0,1,0,1,0,5,90.685,0,1,2,913.5,0.11180261056341906,6.649999999999977,151.14166666666668,0
0,0,0,0,12,1,0,1,0,0,0,1,0,1,89.15,1057.55,0,0,1,0,0,0,1,0,0,1,3,81.35,0,1,2,1069.8000000000002,0.08421897879174343,12.250000000000227,264.3875,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.4,19.4,0,0,0,1,0,0,0,1,1,0,1,9.7,0,0,2,19.4,0.9509803921568627,0.0,9.7,1
0,1,1,1,48,0,0,1,0,0,0,0,1,0,29.9,1388.75,0,1,0,0,1,0,0,0,1,0,1,28.341836734693878,2,0,1,1435.1999999999998,0.021514660910235652,46.44999999999982,694.375,1
1,0,0,0,20,1,0,0,0,0,1,0,0,0,78.8,1641.3,0,0,1,0,0,0,1,0,1,0,2,78.15714285714286,1,1,2,1576.0,0.047981489374657495,-65.29999999999995,547.1,0
0,1,1,0,16,1,0,0,0,0,0,1,0,1,85.35,1375.15,1,0,1,0,0,1,0,0,0,1,2,80.89117647058823,1,1,2,1365.6,0.062020855284670995,-9.550000000000182,458.3833333333334,0
0,0,0,0,2,1,0,0,0,0,1,0,0,1,79.65,152.7,1,0,1,0,0,0,0,1,1,0,2,50.9,0,1,2,159.3,0.5182173064411192,6.600000000000023,50.9,0
0,0,0,0,10,1,0,0,0,0,0,0,1,1,19.3,185.2,0,0,0,1,0,0,0,1,1,0,1,16.836363636363636,0,0,1,193.0,0.10365198711063374,7.800000000000011,92.6,1
0,1,0,0,2,1,0,0,0,0,0,1,0,1,79.6,195.05,1,0,1,0,0,0,1,0,1,0,2,65.01666666666667,0,1,2,159.2,0.40601887273654674,-35.85000000000002,65.01666666666667,0
1,0,1,1,20,1,0,1,0,1,1,0,0,0,96.8,1826.7,0,0,1,0,0,0,0,1,0,1,4,86.9857142857143,1,1,2,1936.0,0.052962740055807846,109.29999999999995,365.34000000000003,0
1,0,1,0,20,1,0,0,0,0,0,0,1,0,20.65,417.5,0,0,0,1,0,0,0,1,1,0,1,19.88095238095238,1,0,1,413.0,0.04934289127837515,-4.5,208.75,1
1,0,1,1,19,1,0,0,0,0,0,0,1,0,19.8,344.5,0,0,0,1,0,0,0,1,1,0,1,17.225,1,0,1,376.2,0.0573082489146165,31.69999999999999,172.25,1
1,1,0,0,19,1,1,0,0,0,1,0,0,1,90.6,1660.0,1,0,1,0,0,0,1,0,0,1,3,83.0,1,1,2,1721.3999999999999,0.05454545454545454,61.399999999999864,415.0,0
1,0,1,0,22,1,1,1,0,1,1,1,0,1,104.6,2180.55,0,0,1,0,0,0,1,0,1,0,6,94.80652173913045,1,1,2,2301.2,0.04794756022094382,120.64999999999964,311.50714285714287,0
0,0,0,0,35,1,0,0,0,1,0,0,0,0,80.05,2835.9,0,0,1,0,0,1,0,0,1,0,2,78.775,1,1,2,2801.75,0.028217420423701928,-34.15000000000009,945.3000000000001,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.15,45.15,0,1,0,0,0,0,0,1,1,0,1,22.575,0,0,2,45.15,0.9783315276273022,0.0,22.575,1
1,0,0,0,39,1,0,0,0,0,0,0,0,1,73.15,2730.85,0,0,1,0,0,1,0,0,0,1,1,68.27125,2,1,2,2852.8500000000004,0.026776726394201734,122.00000000000045,1365.425,0
0,1,1,0,54,1,0,0,1,1,1,1,1,1,99.1,5437.1,0,0,1,0,0,0,1,0,1,0,5,98.85636363636364,2,1,1,5351.4,0.018223276512017064,-85.70000000000073,906.1833333333334,2
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,1,0,0,1,1,0,0,0,1,0,1,10.1,0,0,2,20.2,0.9528301886792453,0.0,10.1,1
1,0,1,0,66,1,1,0,1,0,1,1,2,1,106.05,6981.35,1,0,1,0,0,1,0,0,0,1,5,104.19925373134329,2,1,0,6999.3,0.015188296204000085,17.949999999999818,1163.5583333333334,2
1,0,0,0,56,1,1,0,0,1,1,1,0,1,105.35,5794.45,0,0,1,0,0,0,0,1,0,1,5,101.65701754385965,2,1,2,5899.599999999999,0.018178053472983114,105.14999999999964,965.7416666666667,2
1,0,0,1,18,1,0,0,0,0,0,0,0,1,45.65,747.2,0,1,0,0,0,1,0,0,1,0,1,39.32631578947369,1,0,2,821.6999999999999,0.06101309810211173,74.49999999999989,373.6,1
0,0,1,1,16,1,0,1,0,0,0,0,0,1,79.95,1267.95,0,0,1,0,0,1,0,0,0,1,2,74.58529411764707,1,1,2,1279.2,0.0630048465266559,11.25,422.65000000000003,0
0,0,0,0,68,1,1,0,1,0,0,0,1,1,54.45,3674.95,0,1,0,0,0,1,0,0,1,0,3,53.26014492753623,2,0,1,3702.6000000000004,0.01481249744963887,27.650000000000546,918.7375,1
0,1,1,0,53,1,0,0,0,0,0,0,2,0,25.1,1275.6,0,0,0,1,0,1,0,0,0,1,1,23.62222222222222,2,0,0,1330.3000000000002,0.019661601127996243,54.70000000000027,637.8,1
0,0,1,1,72,1,1,0,1,1,1,1,2,0,84.7,5893.9,0,1,0,0,0,1,0,0,0,1,6,80.73835616438356,2,1,0,6098.400000000001,0.01436835230453443,204.5000000000009,841.9857142857143,2
1,0,0,0,9,1,0,0,0,0,0,0,0,1,75.85,724.65,0,0,1,0,0,0,1,0,0,1,1,72.465,0,1,2,682.65,0.10452697581478673,-42.0,362.325,0
0,0,0,0,30,1,1,0,0,0,0,0,0,1,48.8,1536.75,0,1,0,0,0,0,0,1,1,0,2,49.57258064516129,1,0,2,1464.0,0.03173467728824581,-72.75,512.25,1
0,0,0,0,36,1,0,1,0,0,1,1,0,1,99.15,3615.6,1,0,1,0,0,0,1,0,0,1,4,97.71891891891892,1,1,2,3569.4,0.027415251894044132,-46.19999999999982,723.12,0
0,0,0,0,18,0,0,0,1,1,0,0,0,1,35.2,607.3,0,1,0,0,0,0,1,0,1,0,2,31.963157894736838,1,0,2,633.6,0.05786618444846294,26.300000000000068,202.4333333333333,1
0,1,1,1,55,1,1,0,1,1,1,0,1,0,76.25,4154.55,0,1,0,0,0,0,1,0,0,1,5,74.18839285714286,2,1,1,4193.75,0.01834895501197194,39.19999999999982,692.4250000000001,2
0,0,1,0,39,0,1,0,1,0,1,1,0,0,55.9,2184.35,1,1,0,0,0,0,1,0,1,0,4,54.60875,2,0,2,2180.1,0.025579426636465556,-4.25,436.87,1
1,0,0,0,12,1,0,1,0,0,0,0,0,1,82.35,1852.85,1,0,1,0,0,0,1,0,0,1,2,142.52692307692308,0,1,2,988.1999999999999,0.044421069665830565,-864.65,617.6166666666667,0
1,0,0,0,2,0,0,1,1,1,0,0,0,1,40.4,77.15,1,1,0,0,0,1,0,0,1,0,3,25.71666666666667,0,0,2,80.8,0.5169545745361483,3.6499999999999915,19.2875,1
1,1,0,0,33,1,0,0,0,0,0,0,1,1,24.9,847.8,0,0,0,1,1,0,0,0,0,1,1,24.935294117647057,1,0,1,821.6999999999999,0.029335532516493873,-26.100000000000023,423.9,1
1,0,1,0,44,0,0,1,1,0,1,1,2,0,54.3,2390.45,0,1,0,0,1,0,0,0,1,0,4,53.121111111111105,2,0,0,2389.2,0.02270588973217086,-1.25,478.09,2
0,0,1,1,30,1,1,0,0,1,0,1,0,0,66.3,1923.5,0,1,0,0,1,0,0,0,1,0,4,62.04838709677419,1,0,2,1989.0,0.034450506625097424,65.5,384.7,1
0,0,1,0,71,1,0,0,0,0,0,0,2,1,20.9,1493.2,0,0,0,1,1,0,0,0,1,0,1,20.73888888888889,2,0,0,1483.8999999999999,0.013987418016329807,-9.300000000000182,746.6,1
0,0,0,0,4,1,0,0,0,0,0,0,0,0,75.35,338.1,1,0,1,0,0,0,1,0,0,1,1,67.62,0,1,2,301.4,0.22220583898554996,-36.700000000000045,169.05,0
1,0,0,1,35,1,0,0,1,0,1,0,1,1,85.15,3030.6,1,0,1,0,0,0,1,0,1,0,3,84.18333333333334,1,1,1,2980.25,0.028087478559176676,-50.34999999999991,757.65,0
1,0,1,0,1,1,0,0,1,0,0,0,0,0,75.35,75.35,0,0,1,0,0,1,0,0,1,0,2,37.675,0,1,2,75.35,0.9869024230517355,0.0,25.116666666666664,0
1,1,1,0,23,1,0,1,1,0,1,1,0,1,104.45,2184.85,0,0,1,0,0,0,1,0,0,1,5,91.03541666666666,1,1,2,2402.35,0.0477846146807878,217.5,364.14166666666665,0
